county,race,rate,ci_lower,ci_upper,moe,rse,risk_factor,gender
Passaic,Black/African American,6,12.4,8.8,,,Pancreas,Male and Female
Passaic,Black/African American,132.7,173,151.9,,,Prostate,Male and Female
Passaic,Black/African American,9.6,17.6,13.2,,,Stomach,Male and Female
Passaic,Black/African American,~,~,~,,,Testis,Male and Female
Passaic,Black/African American,3.3,8.4,5.4,,,Thyroid,Male and Female
Passaic,Black/African American,6.5,13.4,9.5,,,Urinary Bladder,Male and Female
Passaic,Hispanic/Latino,313.5,348.2,330.5,,,All Cancer Sites Combined,Female
Passaic,Hispanic/Latino,3.2,7.5,5,,,Brain and Other Nervous System,Female
Passaic,Hispanic/Latino,8.8,15.4,11.8,,,Cervix,Female
Passaic,Hispanic/Latino,21.9,32,26.6,,,Colon and Rectum,Female
Passaic,Hispanic/Latino,16.9,25.8,21,,,"Corpus and Uterus, NOS",Female
Passaic,Hispanic/Latino,~,~,~,,,Esophagus,Female
Passaic,Hispanic/Latino,86.1,104.5,94.9,,,Female Breast,Female
Passaic,Hispanic/Latino,23.7,33.5,28.2,,,"Female Breast, <i>in situ</i>",Female
Passaic,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Female
Passaic,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Female
Passaic,Hispanic/Latino,8.7,15.4,11.7,,,Kidney and Renal Pelvis,Female
Passaic,Hispanic/Latino,~,~,~,,,Larynx,Female
Passaic,Hispanic/Latino,6.1,11.8,8.6,,,Leukemias,Female
Passaic,Hispanic/Latino,4.5,10.2,6.9,,,Liver and Intrahepatic Bile Duct,Female
Passaic,Hispanic/Latino,17.9,27.6,22.4,,,Lung and Bronchus,Female
Passaic,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Female
Passaic,Hispanic/Latino,~,~,~,,,Mesothelioma,Female
Passaic,Hispanic/Latino,4.9,10.5,7.4,,,Myeloma,Female
Passaic,Hispanic/Latino,13.7,22,17.5,,,Non-Hodgkin Lymphoma,Female
Passaic,Hispanic/Latino,4.1,9.1,6.2,,,Oral Cavity and Pharynx,Female
Passaic,Hispanic/Latino,4.8,9.8,7,,,Ovary,Female
Passaic,Hispanic/Latino,4.9,10.4,7.3,,,Pancreas,Female
Passaic,Hispanic/Latino,8.7,15.6,11.8,,,Stomach,Female
Passaic,Hispanic/Latino,20,29,24.2,,,Thyroid,Female
Passaic,Hispanic/Latino,2.2,6.2,3.8,,,Urinary Bladder,Female
Passaic,Hispanic/Latino,363.1,406.7,384.4,,,All Cancer Sites Combined,Male
Passaic,Hispanic/Latino,3.2,8.1,5.2,,,Brain and Other Nervous System,Male
Passaic,Hispanic/Latino,33.7,48.2,40.5,,,Colon and Rectum,Male
Passaic,Hispanic/Latino,3.3,9.5,5.9,,,Esophagus,Male
Passaic,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Male
Passaic,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male
Passaic,Hispanic/Latino,14.9,24.7,19.4,,,Kidney and Renal Pelvis,Male
Passaic,Hispanic/Latino,3.5,9.3,5.9,,,Larynx,Male
Passaic,Hispanic/Latino,10.8,18.4,14.2,,,Leukemias,Male
Passaic,Hispanic/Latino,13,22.5,17.3,,,Liver and Intrahepatic Bile Duct,Male
Passaic,Hispanic/Latino,18.4,29.9,23.7,,,Lung and Bronchus,Male
Passaic,Hispanic/Latino,~,~,~,,,Male Breast,Male
Passaic,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Male
Passaic,Hispanic/Latino,~,~,~,,,Mesothelioma,Male
Passaic,Hispanic/Latino,5.1,11.6,7.9,,,Myeloma,Male
Passaic,Hispanic/Latino,15,25.2,19.7,,,Non-Hodgkin Lymphoma,Male
Passaic,Hispanic/Latino,5.3,11.7,8,,,Oral Cavity and Pharynx,Male
Passaic,Hispanic/Latino,8,16.6,11.8,,,Pancreas,Male
Passaic,Hispanic/Latino,107.3,131.1,118.8,,,Prostate,Male
Passaic,Hispanic/Latino,12.5,22.3,17,,,Stomach,Male
Passaic,Hispanic/Latino,3.4,7.5,5.1,,,Testis,Male
Passaic,Hispanic/Latino,2.2,6.3,3.9,,,Thyroid,Male
Passaic,Hispanic/Latino,14,24.5,18.8,,,Urinary Bladder,Male
Passaic,Hispanic/Latino,337.5,364.3,350.7,,,All Cancer Sites Combined,Male and Female
Passaic,Hispanic/Latino,3.7,6.8,5.1,,,Brain and Other Nervous System,Male and Female
Passaic,Hispanic/Latino,8.8,15.4,11.8,,,Cervix,Male and Female
Passaic,Hispanic/Latino,28.6,37,32.6,,,Colon and Rectum,Male and Female
Passaic,Hispanic/Latino,16.9,25.8,21,,,"Corpus and Uterus, NOS",Male and Female
Passaic,Hispanic/Latino,2.1,4.9,3.3,,,Esophagus,Male and Female
Passaic,Hispanic/Latino,1.5,3.7,2.4,,,Hodgkin Lymphoma,Male and Female
Passaic,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male and Female
Passaic,Hispanic/Latino,12.4,18,15,,,Kidney and Renal Pelvis,Male and Female
Passaic,Hispanic/Latino,2.1,4.8,3.2,,,Larynx,Male and Female
Passaic,Hispanic/Latino,9.2,13.9,11.4,,,Leukemias,Male and Female
Passaic,Hispanic/Latino,9.2,14.5,11.6,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,Hispanic/Latino,19.5,26.9,23,,,Lung and Bronchus,Male and Female
Passaic,Hispanic/Latino,86.1,104.5,94.9,,,Male and Female Breast,Male and Female
Passaic,Hispanic/Latino,23.7,33.5,28.2,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,Hispanic/Latino,2.1,5,3.4,,,Melanomas of the Skin,Male and Female
Passaic,Hispanic/Latino,~,~,~,,,Mesothelioma,Male and Female
Passaic,Hispanic/Latino,5.7,9.9,7.6,,,Myeloma,Male and Female
Passaic,Hispanic/Latino,15.4,21.8,18.4,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,Hispanic/Latino,5.2,9.1,7,,,Oral Cavity and Pharynx,Male and Female
Passaic,Hispanic/Latino,4.8,9.8,7,,,Ovary,Male and Female
Passaic,Hispanic/Latino,7,11.7,9.1,,,Pancreas,Male and Female
Passaic,Hispanic/Latino,107.3,131.1,118.8,,,Prostate,Male and Female
Passaic,Hispanic/Latino,11.3,16.9,13.9,,,Stomach,Male and Female
Passaic,Hispanic/Latino,3.4,7.5,5.1,,,Testis,Male and Female
Passaic,Hispanic/Latino,12,17,14.3,,,Thyroid,Male and Female
Passaic,Hispanic/Latino,8,12.9,10.2,,,Urinary Bladder,Male and Female
Passaic,White,422.3,446.8,434.4,,,All Cancer Sites Combined,Female
Passaic,White,5.2,8.5,6.7,,,Brain and Other Nervous System,Female
Passaic,White,6.9,10.7,8.6,,,Cervix,Female
Passaic,White,27.2,33.6,30.2,,,Colon and Rectum,Female
Passaic,White,26.9,33.3,30,,,"Corpus and Uterus, NOS",Female
Passaic,White,1.1,2.8,1.8,,,Esophagus,Female
Passaic,White,124.3,137.9,131,,,Female Breast,Female
Passaic,White,37.4,45.3,41.2,,,"Female Breast, <i>in situ</i>",Female
Passaic,White,1.6,3.7,2.5,,,Hodgkin Lymphoma,Female
Passaic,White,~,~,~,,,Kaposi Sarcoma,Female
Passaic,White,10.6,14.8,12.6,,,Kidney and Renal Pelvis,Female
Passaic,White,~,~,~,,,Larynx,Female
Passaic,White,10.3,14.6,12.3,,,Leukemias,Female
Passaic,White,3.5,6,4.6,,,Liver and Intrahepatic Bile Duct,Female
Passaic,White,38.4,45.7,41.9,,,Lung and Bronchus,Female
Passaic,White,12.2,16.8,14.4,,,Melanomas of the Skin,Female
Passaic,White,~,~,~,,,Mesothelioma,Female
Passaic,White,3.4,5.9,4.5,,,Myeloma,Female
Passaic,White,16.5,21.7,18.9,,,Non-Hodgkin Lymphoma,Female
Passaic,White,5.6,8.9,7.1,,,Oral Cavity and Pharynx,Female
Passaic,White,10.4,14.5,12.3,,,Ovary,Female
Passaic,White,9.6,13.4,11.4,,,Pancreas,Female
Passaic,White,6.6,10.1,8.2,,,Stomach,Female
Passaic,White,24.6,31.4,27.8,,,Thyroid,Female
Passaic,White,8.2,11.7,9.8,,,Urinary Bladder,Female
Passaic,White,490.4,518.7,504.4,,,All Cancer Sites Combined,Male
Passaic,White,5.9,9.5,7.5,,,Brain and Other Nervous System,Male
Passaic,White,43.4,52.2,47.6,,,Colon and Rectum,Male
Passaic,White,6.6,10.3,8.3,,,Esophagus,Male
Passaic,White,3.1,5.8,4.3,,,Hodgkin Lymphoma,Male
Passaic,White,~,~,~,,,Kaposi Sarcoma,Male
Passaic,White,17.6,23.3,20.3,,,Kidney and Renal Pelvis,Male
Passaic,White,4.5,7.6,5.9,,,Larynx,Male
Passaic,White,17.2,23,19.9,,,Leukemias,Male
Passaic,White,11,15.6,13.1,,,Liver and Intrahepatic Bile Duct,Male
Passaic,White,48.3,57.6,52.8,,,Lung and Bronchus,Male
Passaic,White,~,~,~,,,Male Breast,Male
Passaic,White,17.9,23.8,20.7,,,Melanomas of the Skin,Male
Passaic,White,1,2.8,1.7,,,Mesothelioma,Male
Passaic,White,7,10.8,8.8,,,Myeloma,Male
Passaic,White,24.1,31,27.4,,,Non-Hodgkin Lymphoma,Male
Passaic,White,11.3,15.9,13.5,,,Oral Cavity and Pharynx,Male
Passaic,White,15.7,21.2,18.3,,,Pancreas,Male
Passaic,White,117.8,131.4,124.5,,,Prostate,Male
Passaic,White,10.4,15,12.6,,,Stomach,Male
Passaic,White,4.2,7.4,5.6,,,Testis,Male
Passaic,White,6.5,10.3,8.2,,,Thyroid,Male
Passaic,White,36.1,44.3,40.1,,,Urinary Bladder,Male
Passaic,White,450.8,469,459.8,,,All Cancer Sites Combined,Male and Female
Passaic,White,6,8.4,7.1,,,Brain and Other Nervous System,Male and Female
Passaic,White,6.9,10.7,8.6,,,Cervix,Male and Female
Passaic,White,35.4,40.7,38,,,Colon and Rectum,Male and Female
Passaic,White,26.9,33.3,30,,,"Corpus and Uterus, NOS",Male and Female
Passaic,White,3.8,5.7,4.7,,,Esophagus,Male and Female
Passaic,White,2.6,4.3,3.3,,,Hodgkin Lymphoma,Male and Female
Passaic,White,~,~,~,,,Kaposi Sarcoma,Male and Female
Passaic,White,14.4,17.8,16.1,,,Kidney and Renal Pelvis,Male and Female
Passaic,White,2.4,3.9,3.1,,,Larynx,Male and Female
Passaic,White,14.1,17.6,15.7,,,Leukemias,Male and Female
Passaic,White,7.3,9.7,8.4,,,Liver and Intrahepatic Bile Duct,Male and Female
Passaic,White,43.6,49.3,46.4,,,Lung and Bronchus,Male and Female
Passaic,White,124.3,137.9,131,,,Male and Female Breast,Male and Female
Passaic,White,37.4,45.3,41.2,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Passaic,White,15,18.6,16.7,,,Melanomas of the Skin,Male and Female
Passaic,White,0.5,1.4,0.9,,,Mesothelioma,Male and Female
Passaic,White,5.3,7.5,6.4,,,Myeloma,Male and Female
Passaic,White,20.7,24.9,22.8,,,Non-Hodgkin Lymphoma,Male and Female
Passaic,White,8.6,11.3,9.9,,,Oral Cavity and Pharynx,Male and Female
Passaic,White,10.4,14.5,12.3,,,Ovary,Male and Female
Passaic,White,12.8,16,14.3,,,Pancreas,Male and Female
Passaic,White,117.8,131.4,124.5,,,Prostate,Male and Female
Passaic,White,8.7,11.5,10,,,Stomach,Male and Female
Passaic,White,4.2,7.4,5.6,,,Testis,Male and Female
Passaic,White,16.2,20.1,18.1,,,Thyroid,Male and Female
Passaic,White,20.7,24.6,22.6,,,Urinary Bladder,Male and Female
Salem,All Races,477.2,541.1,508.3,,,All Cancer Sites Combined,Female
Salem,All Races,~,~,~,,,Brain and Other Nervous System,Female
Salem,All Races,6.3,18,11.1,,,Cervix,Female
Salem,All Races,40.8,60.9,50,,,Colon and Rectum,Female
Salem,All Races,27.3,43.5,34.6,,,"Corpus and Uterus, NOS",Female
Salem,All Races,~,~,~,,,Esophagus,Female
Salem,All Races,116.1,149.4,131.9,,,Female Breast,Female
Salem,All Races,28.9,48.4,37.7,,,"Female Breast, <i>in situ</i>",Female
Salem,All Races,~,~,~,,,Hodgkin Lymphoma,Female
Salem,All Races,~,~,~,,,Kaposi Sarcoma,Female
Salem,All Races,9,20.3,13.8,,,Kidney and Renal Pelvis,Female
Salem,All Races,~,~,~,,,Larynx,Female
Salem,All Races,5.1,15.3,9.2,,,Leukemias,Female
Salem,All Races,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Salem,All Races,62.7,86,73.6,,,Lung and Bronchus,Female
Salem,All Races,16.3,31,22.7,,,Melanomas of the Skin,Female
Salem,All Races,~,~,~,,,Mesothelioma,Female
Salem,All Races,~,~,~,,,Myeloma,Female
Salem,All Races,11.9,24.4,17.3,,,Non-Hodgkin Lymphoma,Female
Salem,All Races,3.6,11.1,6.5,,,Oral Cavity and Pharynx,Female
Salem,All Races,6.1,15.8,10.1,,,Ovary,Female
Salem,All Races,9.8,20.1,14.1,,,Pancreas,Female
Salem,All Races,~,~,~,,,Stomach,Female
Salem,All Races,23.3,42.6,31.9,,,Thyroid,Female
Salem,All Races,7,16,10.7,,,Urinary Bladder,Female
Salem,All Races,562.9,634.4,597.8,,,All Cancer Sites Combined,Male
Salem,All Races,5.9,16,10,,,Brain and Other Nervous System,Male
Salem,All Races,37.6,58.4,47.1,,,Colon and Rectum,Male
Salem,All Races,~,~,~,,,Esophagus,Male
Salem,All Races,~,~,~,,,Hodgkin Lymphoma,Male
Salem,All Races,~,~,~,,,Kaposi Sarcoma,Male
Salem,All Races,19.3,34.5,26,,,Kidney and Renal Pelvis,Male
Salem,All Races,~,~,~,,,Larynx,Male
Salem,All Races,12.7,26.7,18.7,,,Leukemias,Male
Salem,All Races,10,21.9,15.1,,,Liver and Intrahepatic Bile Duct,Male
Salem,All Races,84.8,114,98.5,,,Lung and Bronchus,Male
Salem,All Races,~,~,~,,,Male Breast,Male
Salem,All Races,27.5,45.4,35.6,,,Melanomas of the Skin,Male
Salem,All Races,~,~,~,,,Mesothelioma,Male
Salem,All Races,5.7,15.8,9.8,,,Myeloma,Male
Salem,All Races,16.1,31.1,22.6,,,Non-Hodgkin Lymphoma,Male
Salem,All Races,19.3,34.3,25.9,,,Oral Cavity and Pharynx,Male
Salem,All Races,12.1,25.1,17.7,,,Pancreas,Male
Salem,All Races,116.4,149,131.9,,,Prostate,Male
Salem,All Races,5.2,14.9,9.1,,,Stomach,Male
Salem,All Races,~,~,~,,,Testis,Male
Salem,All Races,~,~,~,,,Thyroid,Male
Salem,All Races,38.8,60.1,48.6,,,Urinary Bladder,Male
Salem,All Races,520.1,566.9,543.1,,,All Cancer Sites Combined,Male and Female
Salem,All Races,5.5,11.8,8.2,,,Brain and Other Nervous System,Male and Female
Salem,All Races,6.3,18,11.1,,,Cervix,Male and Female
Salem,All Races,41.7,55.8,48.3,,,Colon and Rectum,Male and Female
Salem,All Races,27.3,43.5,34.6,,,"Corpus and Uterus, NOS",Male and Female
Salem,All Races,2.4,6.7,4.1,,,Esophagus,Male and Female
Salem,All Races,~,~,~,,,Hodgkin Lymphoma,Male and Female
Salem,All Races,~,~,~,,,Kaposi Sarcoma,Male and Female
Salem,All Races,15.1,24.1,19.2,,,Kidney and Renal Pelvis,Male and Female
Salem,All Races,2.1,6,3.6,,,Larynx,Male and Female
Salem,All Races,10,18.4,13.7,,,Leukemias,Male and Female
Salem,All Races,6.9,13.3,9.6,,,Liver and Intrahepatic Bile Duct,Male and Female
Salem,All Races,75.1,93.1,83.7,,,Lung and Bronchus,Male and Female
Salem,All Races,116.1,149.4,131.9,,,Male and Female Breast,Male and Female
Salem,All Races,28.9,48.4,37.7,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Salem,All Races,23.1,34.2,28.2,,,Melanomas of the Skin,Male and Female
Salem,All Races,~,~,~,,,Mesothelioma,Male and Female
Salem,All Races,4.3,9.8,6.6,,,Myeloma,Male and Female
Salem,All Races,15.4,24.8,19.6,,,Non-Hodgkin Lymphoma,Male and Female
Salem,All Races,12,19.8,15.5,,,Oral Cavity and Pharynx,Male and Female
Salem,All Races,6.1,15.8,10.1,,,Ovary,Male and Female
Salem,All Races,12,20,15.6,,,Pancreas,Male and Female
Salem,All Races,116.4,149,131.9,,,Prostate,Male and Female
Salem,All Races,4.6,10.1,6.9,,,Stomach,Male and Female
Salem,All Races,~,~,~,,,Testis,Male and Female
Salem,All Races,15.6,26.3,20.4,,,Thyroid,Male and Female
Salem,All Races,22.5,33,27.3,,,Urinary Bladder,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Female
Salem,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Female
Salem,American Indian/Alaska Native,-,-,-,,,Cervix,Female
Salem,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Female
Salem,American Indian/Alaska Native,-,-,-,,,"Corpus and Uterus, NOS",Female
Salem,American Indian/Alaska Native,-,-,-,,,Esophagus,Female
Salem,American Indian/Alaska Native,-,-,-,,,Female Breast,Female
Salem,American Indian/Alaska Native,-,-,-,,,"Female Breast, <i>in situ</i>",Female
Salem,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Female
Salem,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Female
Salem,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Female
Salem,American Indian/Alaska Native,-,-,-,,,Larynx,Female
Salem,American Indian/Alaska Native,-,-,-,,,Leukemias,Female
Salem,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Female
Salem,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Female
Salem,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Female
Salem,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Female
Salem,American Indian/Alaska Native,-,-,-,,,Myeloma,Female
Salem,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Female
Salem,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Female
Salem,American Indian/Alaska Native,-,-,-,,,Ovary,Female
Salem,American Indian/Alaska Native,-,-,-,,,Pancreas,Female
Salem,American Indian/Alaska Native,-,-,-,,,Stomach,Female
Salem,American Indian/Alaska Native,-,-,-,,,Thyroid,Female
Salem,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Female
Salem,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Male
Salem,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Male
Salem,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Male
Salem,American Indian/Alaska Native,-,-,-,,,Esophagus,Male
Salem,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Male
Salem,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Male
Salem,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Male
Salem,American Indian/Alaska Native,-,-,-,,,Larynx,Male
Salem,American Indian/Alaska Native,-,-,-,,,Leukemias,Male
Salem,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Male
Salem,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Male
Salem,American Indian/Alaska Native,-,-,-,,,Male Breast,Male
Salem,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Male
Salem,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Male
Salem,American Indian/Alaska Native,-,-,-,,,Myeloma,Male
Salem,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Male
Salem,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Male
Salem,American Indian/Alaska Native,-,-,-,,,Pancreas,Male
Salem,American Indian/Alaska Native,-,-,-,,,Prostate,Male
Salem,American Indian/Alaska Native,-,-,-,,,Stomach,Male
Salem,American Indian/Alaska Native,-,-,-,,,Testis,Male
Salem,American Indian/Alaska Native,-,-,-,,,Thyroid,Male
Salem,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Male
Salem,American Indian/Alaska Native,-,-,-,,,All Cancer Sites Combined,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Brain and Other Nervous System,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Cervix,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Colon and Rectum,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,"Corpus and Uterus, NOS",Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Esophagus,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Hodgkin Lymphoma,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Kaposi Sarcoma,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Kidney and Renal Pelvis,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Larynx,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Leukemias,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Liver and Intrahepatic Bile Duct,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Lung and Bronchus,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Male and Female Breast,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Melanomas of the Skin,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Mesothelioma,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Myeloma,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Non-Hodgkin Lymphoma,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Oral Cavity and Pharynx,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Ovary,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Pancreas,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Prostate,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Stomach,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Testis,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Thyroid,Male and Female
Salem,American Indian/Alaska Native,-,-,-,,,Urinary Bladder,Male and Female
Salem,Asian/Pacific Islander,~,~,~,,,All Cancer Sites Combined,Female
Salem,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Female
Salem,Asian/Pacific Islander,~,~,~,,,Cervix,Female
Salem,Asian/Pacific Islander,~,~,~,,,Colon and Rectum,Female
Salem,Asian/Pacific Islander,~,~,~,,,"Corpus and Uterus, NOS",Female
Salem,Asian/Pacific Islander,~,~,~,,,Esophagus,Female
Salem,Asian/Pacific Islander,~,~,~,,,Female Breast,Female
Salem,Asian/Pacific Islander,~,~,~,,,"Female Breast, <i>in situ</i>",Female
Salem,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Female
Salem,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Female
Salem,Asian/Pacific Islander,~,~,~,,,Kidney and Renal Pelvis,Female
Salem,Asian/Pacific Islander,~,~,~,,,Larynx,Female
Salem,Asian/Pacific Islander,~,~,~,,,Leukemias,Female
Salem,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Salem,Asian/Pacific Islander,~,~,~,,,Lung and Bronchus,Female
Salem,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Female
Salem,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Female
Salem,Asian/Pacific Islander,~,~,~,,,Myeloma,Female
Salem,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Female
